fake_date,outcome,coef,se,p,n_obs
2022-01-01,lemp_retail,-0.0075257776448181615,0.005772105107948405,0.19939669529954407,2580
2022-01-01,lemp_leisure_hosp,0.032609445815751946,0.008509569633106425,0.00041845159363940176,2580
2019-01-01,lemp_retail,-0.028607665634433645,0.011224010900452878,0.0145531780632977,4128
2019-01-01,lemp_leisure_hosp,-0.053971640187048905,0.01615027965309443,0.0017564459881278527,4128
