outcome,real_coef,n_placebo,ri_p_two_sided,placebo_mean,placebo_sd,real_percentile
lemp_retail,-0.005568044326657365,21,0.7619047619047619,-0.017429051835578635,0.012878130543727922,76.19047619047619
lemp_leisure_hosp,0.0020266251205263014,21,1.0,-0.010692623996417525,0.04407629187954171,52.38095238095239
